rainfall_mm,avg_temp_c,soil_ph,humidity_pct,sunlight_hours,fertilizer_kg_ha,planting_density_k_ha,pest_incidence_pct,variety,soil_type,yield_tonnes_ha
1314.3,25.9,5.81,79.1,6.56,169.7,10.07,13.3,Local,Loam,24.69
1586.9,27.1,5.27,62.6,7.75,75.5,11.88,7.8,Local,Sandy-Loam,25.09
1402.0,23.5,5.86,53.8,6.26,97.1,9.87,20.4,TME 419,Sandy,25.83
1158.5,32.1,5.97,62.7,6.96,155.3,9.02,0.0,TMS 30572,Sandy-Loam,29.33
832.7,32.7,6.46,69.6,6.45,146.3,10.51,22.8,Local,Loam,23.63
1137.3,27.5,6.76,55.8,6.38,85.4,11.74,20.9,TME 419,Sandy,22.14
944.8,30.1,5.48,56.2,6.81,29.4,7.23,20.9,Local,Sandy,18.13
1025.8,27.5,4.62,95.3,7.14,317.3,10.65,16.4,TMS 30572,Loam,27.36
1376.6,23.0,5.99,59.7,5.0,111.5,13.29,30.3,TMS 30572,Sandy,23.33
1701.0,25.8,6.21,66.1,8.22,100.5,11.43,23.7,Local,Loam,23.98
1318.4,27.4,6.17,65.6,4.27,126.8,10.14,8.9,TME 419,Sandy,25.46
841.2,25.6,5.77,64.9,5.68,105.4,11.6,9.1,TMS 98/0505,Sandy,25.46
1333.4,26.3,6.09,77.5,6.39,127.4,11.13,6.2,TME 419,Loam,29.7
1559.0,26.7,7.06,81.4,6.99,197.2,11.88,20.5,TME 419,Sandy-Loam,27.58
1017.1,26.8,6.27,66.3,8.39,112.5,4.94,5.0,TME 419,Sandy,23.05
1159.8,27.2,5.74,55.2,4.27,50.2,6.12,25.8,TME 419,Sandy,22.04
1204.4,23.8,5.65,85.3,5.89,110.3,12.51,28.2,TMS 98/0505,Clay,25.91
964.5,24.8,5.88,68.9,3.95,92.1,6.24,6.2,TMS 98/0505,Sandy-Loam,27.18
1394.5,23.1,7.15,90.8,6.54,205.4,11.0,13.1,TMS 30572,Loam,27.4
1163.7,29.9,5.87,43.1,6.83,190.3,9.12,15.2,TME 419,Sandy-Loam,26.88
1325.9,20.7,5.99,72.3,8.41,126.5,7.51,23.8,TME 419,Loam,25.79
933.8,30.5,5.66,93.0,6.64,43.3,10.87,31.1,TME 419,Sandy,22.25
1068.8,31.2,6.77,65.8,7.75,46.4,10.5,0.0,TMS 98/0505,Loam,30.66
1416.7,26.1,7.37,67.3,7.2,120.9,15.28,11.8,TMS 30572,Clay,21.75
1088.2,19.2,6.32,73.5,5.98,140.2,8.44,12.3,TME 419,Loam,26.41
1718.1,25.9,6.06,63.3,4.81,97.5,13.6,1.0,Local,Clay,21.87
1080.1,26.8,6.03,66.3,6.83,91.2,10.88,10.1,TME 419,Sandy,28.39
1267.4,24.0,4.33,65.9,4.71,84.4,8.35,19.3,TMS 98/0505,Clay,19.54
1479.8,25.5,6.52,62.5,8.05,118.6,12.0,12.2,TME 419,Loam,28.13
774.5,31.6,6.09,84.7,6.31,0.0,11.41,0.0,Local,Loam,20.66
671.8,29.0,6.3,75.5,7.93,53.9,10.09,43.7,Local,Loam,22.38
742.3,24.2,5.5,73.0,5.92,82.4,10.67,17.7,TME 419,Clay,21.1
1578.8,22.2,5.73,79.7,6.82,192.5,8.51,16.1,TMS 98/0505,Sandy,24.46
1034.4,26.0,5.71,66.8,6.75,71.2,7.94,4.0,TMS 98/0505,Sandy-Loam,30.2
1967.5,26.4,6.72,60.7,6.45,130.8,11.9,17.6,TMS 98/0505,Clay,24.46
1030.7,28.5,5.73,62.8,5.98,133.6,9.44,13.4,TMS 30572,Sandy,27.81
1255.4,25.4,7.46,70.0,6.97,197.9,9.8,0.0,TME 419,Sandy-Loam,27.01
1662.6,28.5,6.3,57.3,5.39,195.8,10.7,4.3,TME 419,Clay,25.93
1801.8,32.8,5.11,64.0,5.05,116.5,10.66,22.9,TME 419,Loam,25.15
1818.5,29.4,5.91,63.8,7.99,91.5,6.43,34.4,TMS 30572,Sandy,25.42
1562.5,26.9,5.54,95.5,7.37,80.2,13.22,18.7,TME 419,Loam,27.75
1507.2,26.5,4.46,36.7,6.58,105.5,10.3,26.0,TMS 30572,Sandy,20.99
1377.8,25.9,7.12,67.8,8.5,94.0,9.49,13.4,Local,Loam,27.18
1433.5,30.5,6.49,90.7,6.18,153.2,11.08,14.1,Local,Loam,24.2
1034.6,25.1,6.37,71.5,8.09,145.2,10.59,25.9,TMS 30572,Clay,27.99
954.5,27.1,6.12,79.0,6.71,155.5,11.92,31.6,TMS 98/0505,Sandy,23.82
1199.0,27.2,5.03,71.2,5.27,195.6,11.34,28.0,TME 419,Sandy-Loam,25.92
1148.9,25.5,5.66,62.0,8.72,231.8,11.79,4.3,Local,Loam,26.89
1064.0,22.9,6.59,43.1,7.69,127.5,13.38,14.3,TMS 98/0505,Loam,29.69
1408.9,28.0,5.26,72.5,6.35,186.0,12.21,17.8,TMS 30572,Clay,27.8
1486.6,26.8,4.23,60.7,7.37,98.9,9.6,12.4,TME 419,Clay,21.82
1226.5,28.5,5.84,60.4,6.02,191.1,7.19,18.9,TME 419,Loam,29.06
1643.3,25.4,5.9,64.0,7.49,183.7,14.17,23.2,TME 419,Loam,28.3
857.5,30.7,6.09,90.9,3.63,180.5,9.41,25.0,TME 419,Loam,26.89
1141.9,24.4,6.51,98.9,5.28,125.6,8.82,31.9,TMS 98/0505,Loam,27.71
985.0,32.1,6.45,72.6,7.68,79.9,5.66,11.7,Local,Loam,25.9
640.0,21.8,6.18,64.4,6.2,36.3,10.85,1.4,Local,Clay,21.69
1175.2,28.3,6.84,55.9,6.75,117.6,10.37,18.6,Local,Loam,24.56
1163.5,28.4,4.94,75.6,4.88,212.0,6.21,33.8,TME 419,Sandy,21.7
1654.0,24.6,6.35,91.4,8.72,101.4,11.13,10.2,Local,Loam,25.6
1389.2,28.3,6.44,67.0,7.93,167.1,8.75,21.9,Local,Sandy,20.38
892.7,30.8,5.13,41.5,6.26,170.6,16.73,22.0,Local,Loam,19.03
1756.2,20.3,4.95,78.0,6.01,103.0,8.58,16.9,Local,Loam,21.49
1566.3,28.5,5.48,81.8,7.74,199.0,8.91,15.1,TME 419,Loam,28.22
1374.6,19.5,5.54,51.0,8.88,0.0,7.81,5.8,Local,Clay,18.29
1132.1,24.1,6.53,72.1,7.64,46.6,13.19,0.0,TMS 30572,Sandy,27.44
912.2,31.9,5.57,75.4,9.11,65.1,9.07,3.9,TME 419,Sandy-Loam,28.22
1088.3,25.3,5.4,69.1,5.39,70.8,8.19,11.1,Local,Loam,24.59
1526.6,23.5,5.57,60.5,5.52,140.2,11.77,26.0,TME 419,Loam,25.13
1765.4,26.4,6.78,82.2,5.07,137.4,6.55,14.0,TMS 98/0505,Clay,25.84
1663.0,33.2,6.01,65.2,7.03,143.6,11.56,9.8,TMS 98/0505,Sandy-Loam,30.51
1053.3,21.5,5.87,52.2,6.71,155.8,14.45,6.1,Local,Loam,22.19
864.1,23.8,5.92,45.4,6.32,63.0,11.42,21.6,TMS 30572,Clay,25.18
1242.3,31.5,6.9,85.1,7.47,46.9,11.59,28.6,TME 419,Sandy-Loam,23.54
669.5,32.6,5.48,77.4,7.98,143.8,12.18,25.6,Local,Clay,18.1
1297.0,26.7,6.92,71.1,4.67,82.2,14.27,21.1,Local,Sandy,21.87
1155.7,23.3,6.15,64.7,5.78,25.8,13.02,0.2,TME 419,Sandy-Loam,26.38
1060.2,33.3,5.89,63.7,7.48,178.3,11.1,11.5,TME 419,Clay,25.32
721.6,31.8,7.75,57.1,5.94,203.7,12.26,34.5,TMS 30572,Clay,22.01
1354.1,29.0,5.26,64.8,5.54,213.4,7.79,26.2,TMS 30572,Clay,26.97
1040.2,24.6,5.75,44.6,7.72,131.2,11.94,0.0,Local,Sandy-Loam,25.53
849.0,26.9,5.14,61.2,4.95,157.6,7.49,14.4,TME 419,Loam,25.55
338.3,26.5,6.67,66.3,6.14,202.2,9.08,18.6,TME 419,Sandy,21.5
1191.7,28.0,7.18,77.3,6.89,81.5,4.0,7.4,TME 419,Loam,27.05
1731.7,31.4,7.17,69.5,5.81,186.6,11.0,0.0,TMS 98/0505,Sandy,27.06
1698.4,29.6,6.86,79.5,7.44,136.5,8.39,16.0,TMS 30572,Loam,28.35
1062.9,23.8,5.86,86.2,5.82,174.8,12.78,7.1,TMS 98/0505,Loam,30.23
1019.3,31.1,5.74,82.7,8.19,131.2,10.98,7.2,TMS 30572,Loam,30.6
1340.6,27.9,4.83,75.6,6.35,197.8,12.81,11.5,TME 419,Clay,26.21
900.5,29.1,7.43,70.1,7.31,133.4,7.29,13.7,TME 419,Sandy-Loam,26.65
1290.5,31.4,6.33,58.2,7.4,31.0,12.6,14.9,TME 419,Loam,25.43
1429.8,23.7,5.66,78.9,5.75,207.1,15.26,6.2,TME 419,Sandy-Loam,26.4
1568.1,26.9,6.93,90.2,4.04,63.1,11.91,12.8,TMS 30572,Sandy,22.84
1170.0,25.4,5.32,74.1,6.93,195.2,11.98,0.0,TME 419,Sandy-Loam,29.31
1138.9,22.3,6.28,93.0,6.59,114.6,10.42,18.1,Local,Sandy-Loam,23.89
936.6,28.0,5.88,51.7,7.17,190.6,8.69,0.0,TMS 30572,Loam,30.84
951.9,34.5,6.45,56.2,6.23,188.1,11.9,12.1,TMS 98/0505,Loam,27.98
1132.1,21.5,5.96,80.3,5.98,145.8,6.23,24.2,TME 419,Loam,25.87
1310.2,26.9,4.98,73.2,8.91,150.5,8.96,4.4,TMS 30572,Sandy-Loam,28.98
1474.1,28.9,6.05,85.8,4.73,145.4,5.57,22.2,Local,Sandy-Loam,22.0
959.0,27.4,6.73,69.8,7.38,0.0,8.24,26.6,TME 419,Loam,21.91
1647.8,26.7,5.98,59.6,5.81,127.1,11.61,0.0,Local,Loam,23.41
1118.7,23.1,6.54,67.4,6.1,53.0,11.26,13.5,Local,Sandy,21.84
1193.6,27.7,5.27,51.6,6.12,130.3,10.13,0.0,TMS 30572,Loam,30.11
975.8,24.7,5.98,56.5,5.54,51.4,10.43,13.8,TME 419,Sandy-Loam,26.67
472.7,20.4,5.56,81.7,7.19,48.9,5.29,14.9,TMS 30572,Sandy,20.45
1465.2,30.6,6.52,80.5,8.17,216.3,9.07,0.0,TMS 98/0505,Sandy-Loam,29.99
1421.1,29.9,6.02,74.4,7.06,184.2,8.3,34.2,Local,Sandy-Loam,21.39
1115.6,27.2,6.48,49.3,6.62,119.8,8.35,17.9,TMS 30572,Sandy-Loam,28.41
1220.1,27.7,6.76,65.7,5.32,131.1,11.5,6.5,TME 419,Sandy,26.14
1354.8,30.2,6.48,55.3,7.12,105.1,7.85,29.7,Local,Sandy,18.17
731.2,27.7,6.19,84.1,9.09,154.2,8.49,0.0,TMS 30572,Sandy,27.93
1041.3,29.7,5.3,63.0,6.04,79.4,4.78,2.7,TMS 30572,Clay,24.58
1438.3,26.1,6.0,57.0,6.05,179.6,9.26,0.0,TME 419,Clay,26.74
823.7,30.9,5.63,70.4,5.83,104.8,7.28,33.0,TMS 98/0505,Sandy,23.14
1288.1,28.0,5.76,62.3,5.91,94.8,10.2,18.3,TME 419,Clay,22.77
793.0,27.6,5.74,87.8,3.21,121.3,7.62,21.6,TMS 98/0505,Loam,26.97
1339.9,23.2,5.31,61.2,6.99,84.5,10.26,18.0,TME 419,Sandy,22.19
1189.3,27.9,4.63,53.2,5.49,139.7,9.64,20.7,Local,Loam,21.88
715.5,24.5,5.53,44.2,4.57,87.8,14.18,15.8,TME 419,Sandy,20.36
1549.4,25.1,6.14,69.6,7.4,148.1,11.24,17.7,Local,Loam,26.35
979.6,24.6,5.06,63.3,5.2,193.0,5.4,16.1,TME 419,Loam,22.02
956.9,23.8,6.01,52.9,6.09,76.8,6.84,8.9,TMS 30572,Sandy-Loam,25.69
1260.2,33.4,7.33,84.3,8.26,112.2,10.14,14.5,TME 419,Clay,24.83
1544.6,31.0,6.72,78.0,4.81,147.7,7.68,17.7,Local,Loam,23.76
895.3,32.8,7.15,69.7,4.66,93.8,4.0,16.1,TME 419,Clay,22.33
1218.5,23.3,6.27,86.4,6.82,147.9,13.37,0.2,Local,Loam,23.35
1328.6,27.2,6.82,78.0,7.88,153.3,11.8,1.6,TMS 30572,Loam,32.15
1407.9,23.1,5.49,60.1,4.61,185.0,11.3,25.8,TMS 30572,Clay,23.57
1252.9,24.9,5.55,57.5,6.99,83.6,8.48,11.9,TMS 98/0505,Clay,26.1
1089.9,24.2,4.08,79.8,7.2,63.4,11.07,20.8,Local,Clay,16.34
951.7,30.7,6.83,74.8,4.03,101.5,8.24,4.1,TME 419,Clay,26.95
1225.8,25.8,7.08,72.0,7.46,61.9,10.51,0.3,TME 419,Clay,27.85
878.4,30.2,5.61,59.8,7.55,153.9,7.7,6.6,TMS 98/0505,Loam,32.94
323.6,28.8,5.82,77.3,6.13,50.3,13.79,12.8,TMS 30572,Sandy-Loam,25.42
1331.0,33.9,5.47,60.9,8.0,260.0,6.07,8.3,Local,Sandy,19.67
1471.2,22.6,6.27,68.8,7.86,197.8,13.08,27.9,TME 419,Sandy-Loam,26.45
491.1,30.8,6.79,87.4,6.62,120.8,10.1,16.8,TMS 30572,Loam,26.01
897.1,30.4,4.78,62.1,5.96,172.0,8.78,33.5,TMS 30572,Sandy,23.85
1385.7,24.1,6.29,51.1,5.33,21.8,10.42,19.0,TMS 98/0505,Clay,26.38
1817.2,30.0,5.81,57.4,6.45,271.4,11.83,0.0,Local,Loam,25.72
1206.2,28.0,6.08,81.9,7.18,84.6,13.42,25.6,TMS 98/0505,Sandy-Loam,29.56
981.6,26.3,6.32,73.1,6.11,112.8,10.78,0.0,Local,Loam,24.89
1145.1,24.5,5.87,68.5,3.86,8.6,7.77,17.3,TMS 98/0505,Clay,24.48
1612.5,24.8,5.93,63.9,8.02,149.2,10.14,7.3,TMS 98/0505,Loam,29.98
1006.2,33.1,5.85,75.8,6.73,53.6,14.54,36.4,TMS 30572,Sandy,19.32
960.2,27.0,6.68,59.8,6.04,126.1,13.37,29.4,TMS 30572,Loam,28.36
1055.2,29.3,6.29,73.7,7.53,87.3,12.27,7.6,Local,Clay,24.76
914.0,24.6,6.15,61.2,8.33,55.3,11.99,13.7,Local,Clay,22.55
1236.8,24.7,5.11,59.2,3.14,71.7,11.75,17.4,Local,Loam,21.38
1687.4,30.2,5.73,62.4,7.02,133.5,12.9,23.6,Local,Sandy-Loam,21.21
1296.9,23.0,6.63,65.5,4.79,43.1,8.86,15.3,TME 419,Clay,22.4
1124.3,25.8,6.03,69.4,7.1,75.1,6.61,4.8,Local,Sandy-Loam,23.36
1112.5,27.1,6.46,72.8,6.65,159.8,10.17,7.8,TMS 98/0505,Sandy,27.85
731.0,27.3,7.24,25.7,7.26,276.1,7.96,15.0,TME 419,Sandy,22.61
1464.9,26.5,6.73,60.3,5.9,148.7,7.36,27.3,TMS 30572,Loam,29.44
1176.6,28.2,6.07,65.3,4.25,65.0,8.2,19.3,TMS 30572,Sandy,22.7
1145.9,29.1,5.64,88.1,5.96,98.0,16.21,7.3,TME 419,Loam,26.2
2157.9,29.2,4.21,57.0,6.99,121.9,10.34,21.5,Local,Loam,15.47
1289.6,24.0,5.88,72.0,7.72,99.0,10.9,11.1,TME 419,Loam,25.79
974.5,26.1,5.77,87.9,5.09,174.2,6.94,23.9,TMS 30572,Clay,26.18
1072.1,30.6,6.27,54.2,7.73,133.0,5.39,40.3,TME 419,Sandy-Loam,24.6
1544.5,29.7,5.89,74.7,5.72,174.5,7.95,11.4,Local,Sandy-Loam,24.57
1234.0,22.9,5.78,60.4,6.93,101.1,13.6,23.0,TMS 30572,Sandy,25.37
768.5,28.1,4.75,63.9,5.89,199.5,10.84,7.5,Local,Loam,22.61
1475.8,21.1,5.34,60.4,6.72,110.0,11.5,13.9,TMS 30572,Loam,25.8
999.6,27.1,6.33,61.2,7.57,61.7,11.85,15.3,TME 419,Sandy,25.71
1762.0,32.7,7.2,100.0,5.03,250.6,8.52,13.1,TMS 30572,Loam,27.75
1524.0,24.2,5.93,80.1,5.68,10.5,13.47,39.6,TMS 98/0505,Loam,25.44
1065.8,24.5,6.23,83.2,6.72,75.7,8.42,11.9,TMS 30572,Sandy,26.53
1584.3,29.3,6.67,75.9,9.38,82.4,13.52,20.9,TME 419,Clay,25.58
1220.4,22.4,5.43,50.7,5.46,270.5,11.11,0.0,Local,Clay,21.87
1455.8,25.1,6.26,74.7,8.95,228.4,5.53,19.3,TMS 30572,Sandy,26.36
1345.4,28.8,5.48,82.9,8.91,209.6,8.13,26.4,TME 419,Loam,27.84
946.1,25.1,6.61,59.8,6.38,100.2,5.54,9.7,Local,Sandy-Loam,22.13
1006.9,26.3,6.11,81.6,6.14,265.6,12.91,0.0,TMS 30572,Loam,32.89
1509.0,29.2,6.21,78.5,5.67,142.1,9.94,14.6,Local,Loam,28.35
1099.6,28.3,5.45,92.2,6.42,178.6,4.43,15.2,Local,Loam,25.57
1078.9,27.8,6.49,65.0,4.81,130.8,10.94,22.2,TMS 98/0505,Sandy,24.35
913.5,26.0,7.46,56.8,6.41,117.0,8.66,35.1,TME 419,Sandy,18.92
1327.1,28.1,5.29,65.7,8.3,104.9,6.29,11.2,Local,Sandy-Loam,22.22
1818.8,26.6,5.76,87.2,5.77,107.4,14.19,6.4,TMS 30572,Sandy,24.8
879.7,28.4,6.16,48.1,6.21,156.5,10.27,3.3,TMS 98/0505,Loam,26.97
1207.3,25.5,6.55,45.2,4.46,142.0,9.27,17.0,Local,Sandy,19.64
1623.7,26.5,5.61,71.1,6.95,118.1,9.0,19.8,TMS 30572,Clay,28.2
1176.1,24.0,4.02,64.7,6.82,210.6,6.22,9.5,TMS 30572,Sandy,20.25
1335.7,26.9,6.95,70.1,6.58,0.0,6.74,22.8,Local,Loam,19.02
881.3,24.6,6.53,81.3,6.24,150.6,13.21,19.7,TME 419,Loam,26.74
1328.5,23.7,4.78,63.4,6.15,163.1,8.82,15.4,Local,Loam,22.75
1143.9,27.8,5.57,47.5,7.1,188.8,10.06,6.0,TMS 30572,Loam,31.26
1495.7,27.6,7.1,94.5,6.47,116.1,4.89,10.2,TMS 30572,Loam,26.82
1556.2,29.3,7.01,58.0,6.88,132.5,6.7,0.0,Local,Clay,22.45
1976.9,25.7,6.66,57.3,6.76,179.2,11.52,17.4,TMS 30572,Sandy-Loam,25.9
1373.9,28.2,5.88,83.2,7.85,209.5,10.94,15.3,TMS 30572,Loam,29.12
1297.7,28.7,6.06,65.4,7.31,102.0,14.38,16.9,TME 419,Sandy,24.61
1258.3,28.3,5.91,69.2,6.73,136.0,13.36,20.0,TMS 30572,Sandy,25.42
1094.1,24.5,6.79,75.8,8.32,220.7,9.42,18.9,Local,Clay,21.4
1301.5,27.4,5.39,83.0,7.0,0.0,11.18,13.9,TMS 98/0505,Loam,26.68
1111.4,28.1,5.44,66.0,8.07,78.6,9.21,15.5,TME 419,Clay,26.61
1250.5,27.0,6.71,88.2,7.23,208.0,15.14,1.0,TMS 30572,Clay,28.55
1595.3,20.7,5.97,44.4,4.29,185.6,12.87,9.2,TMS 30572,Sandy-Loam,23.94
898.0,27.5,6.96,79.1,8.07,151.3,10.42,15.5,TME 419,Sandy-Loam,25.06
1542.0,33.6,5.53,59.9,6.66,93.1,10.5,7.6,TMS 98/0505,Clay,26.82
1595.1,25.9,5.96,86.5,6.44,67.1,13.61,23.6,TMS 30572,Loam,26.73
1164.6,24.8,5.35,71.7,6.84,84.5,11.45,8.4,TMS 98/0505,Loam,28.45
563.4,28.1,6.01,61.9,6.09,212.9,13.9,17.2,TME 419,Loam,24.97
1017.7,27.9,4.97,78.0,6.77,82.3,4.52,16.2,Local,Loam,21.24
1589.1,30.6,5.66,80.7,5.79,126.1,11.15,22.5,TMS 98/0505,Clay,28.64
1193.1,23.2,4.99,77.7,8.03,74.8,8.71,24.0,TMS 30572,Sandy,21.97
900.2,29.2,6.49,57.6,6.36,170.6,14.39,21.9,TMS 30572,Clay,23.94
1048.6,28.8,6.5,64.2,6.04,87.7,13.87,0.0,TMS 98/0505,Loam,31.4
1452.2,26.6,4.79,70.0,5.39,114.1,10.08,26.9,Local,Clay,19.25
1364.0,28.0,6.93,69.5,6.82,19.0,13.84,30.3,TME 419,Sandy,18.97
1128.3,30.1,7.75,79.0,6.72,23.2,14.46,10.2,Local,Loam,20.99
1090.0,29.6,6.03,45.8,6.97,120.5,10.19,17.4,TMS 30572,Sandy,28.19
1082.5,23.6,5.55,74.0,5.27,40.5,16.18,6.1,TMS 30572,Sandy-Loam,21.55
923.3,29.5,7.98,66.5,4.58,246.3,9.92,0.0,TMS 98/0505,Loam,25.24
1684.6,26.8,5.08,59.9,7.25,0.0,9.46,7.6,TME 419,Sandy,16.04
1103.3,27.2,6.01,61.1,8.28,72.0,12.16,9.6,TMS 30572,Sandy,26.49
1565.1,27.2,6.13,67.4,5.27,121.0,9.12,11.5,TMS 98/0505,Clay,29.35
1656.4,26.5,6.94,26.8,8.41,98.1,10.21,5.4,TMS 30572,Sandy,24.04
1499.5,30.6,6.25,61.6,6.84,53.8,13.52,7.7,Local,Sandy-Loam,25.54
1070.5,26.7,5.65,59.5,6.49,62.5,10.05,14.9,TMS 30572,Loam,29.76
1321.1,23.6,5.33,76.4,6.02,60.6,5.76,7.3,TMS 98/0505,Loam,30.17
1192.7,25.8,5.76,60.3,4.84,102.8,10.92,20.4,TMS 98/0505,Clay,28.15
928.9,27.5,5.3,67.4,7.69,237.1,8.26,21.8,TMS 30572,Loam,28.16
1297.3,30.7,6.03,88.5,5.57,124.7,12.16,38.8,TMS 98/0505,Sandy-Loam,27.16
846.3,28.8,5.61,81.9,5.56,191.0,11.74,26.3,Local,Loam,22.58
1556.3,24.4,4.95,80.8,7.69,150.4,13.68,17.4,Local,Sandy-Loam,21.19
1060.6,34.5,6.88,64.0,4.24,186.8,12.27,8.8,TMS 98/0505,Clay,25.47
1260.3,27.8,5.65,76.5,4.67,0.0,12.73,17.9,Local,Sandy-Loam,19.02
1285.0,30.8,5.11,67.2,6.48,101.7,8.33,18.3,Local,Sandy,21.51
1122.3,26.5,5.88,67.6,6.85,198.4,12.01,9.9,TME 419,Loam,29.46
1376.0,28.6,6.05,74.9,7.08,85.7,14.92,22.8,TME 419,Clay,23.82
1057.5,29.5,4.78,62.8,6.14,225.7,8.28,1.0,TMS 30572,Clay,24.51
1461.4,30.7,6.23,87.9,9.54,209.0,14.5,12.6,Local,Sandy,23.36
796.2,30.2,5.27,68.1,6.23,91.9,8.63,20.6,TMS 98/0505,Loam,25.77
1237.9,29.6,7.2,77.4,6.22,89.8,7.87,12.1,TMS 98/0505,Loam,28.82
1781.7,26.1,6.37,87.5,5.54,59.2,10.74,12.9,TME 419,Clay,26.68
899.9,25.3,5.72,82.4,6.65,82.2,11.79,13.6,TME 419,Loam,28.19
996.7,28.0,5.48,53.1,7.24,46.0,12.28,6.6,TMS 30572,Loam,28.27
1354.2,29.8,5.93,75.3,7.94,145.7,7.6,26.7,TMS 30572,Sandy,25.81
1253.9,26.3,6.43,80.2,4.71,32.6,11.09,4.8,TME 419,Loam,27.04
1305.2,30.2,5.98,80.7,6.2,156.2,8.29,18.2,TME 419,Sandy,24.35
1346.8,31.4,5.85,56.6,7.04,157.7,6.28,19.1,TME 419,Sandy-Loam,26.56
1390.4,24.3,6.04,62.1,7.2,20.3,7.68,5.5,Local,Sandy,21.1
1532.9,24.5,5.58,81.9,6.51,213.0,8.12,15.7,TME 419,Sandy-Loam,28.61
1322.9,26.6,5.76,60.9,7.15,150.8,11.3,5.9,TMS 30572,Loam,30.81
1127.6,27.9,4.54,66.4,5.53,165.0,12.88,28.9,TMS 30572,Loam,26.16
1401.8,25.4,6.68,88.9,8.37,74.5,6.32,3.6,TMS 30572,Sandy,28.29
1770.0,31.1,6.21,69.4,7.69,157.3,10.88,8.5,TME 419,Clay,27.8
1160.2,28.3,5.46,61.3,4.89,187.6,7.06,2.8,TMS 30572,Clay,28.7
907.6,27.1,7.33,59.5,5.21,114.1,11.57,1.4,Local,Loam,22.47
1532.1,22.7,6.06,74.0,5.24,240.1,8.44,30.9,TME 419,Sandy,21.77
1163.9,23.1,5.27,54.0,7.31,122.6,7.37,20.4,TMS 30572,Sandy-Loam,26.35
548.2,27.8,6.6,67.0,4.96,188.4,12.0,16.4,TMS 30572,Sandy-Loam,24.58
1454.2,20.6,6.28,74.0,6.1,137.6,8.53,8.4,TME 419,Loam,26.77
1039.4,30.0,6.28,85.6,7.05,155.1,9.21,24.1,TMS 30572,Clay,27.79
1172.8,26.5,5.7,78.0,6.42,19.7,4.45,6.8,TMS 98/0505,Loam,29.86
1299.6,36.7,6.32,61.4,6.81,142.3,12.37,22.9,TME 419,Loam,24.53
1257.1,33.9,5.82,84.1,5.22,75.9,12.05,6.3,TMS 30572,Sandy,23.54
1412.8,26.5,6.39,66.4,7.21,69.2,10.01,8.6,TMS 98/0505,Loam,31.42
1069.4,26.7,4.67,55.2,5.76,224.6,6.18,22.6,TMS 30572,Sandy-Loam,22.61
1353.9,30.0,5.7,67.9,6.11,107.2,13.02,23.6,TME 419,Sandy,23.83
1122.1,32.1,7.21,87.3,6.79,59.8,8.33,21.0,Local,Loam,22.25
1421.6,22.1,5.46,72.0,6.62,98.5,8.87,4.5,TME 419,Sandy-Loam,26.53
1384.6,21.6,5.58,70.2,6.53,42.0,15.78,10.5,TME 419,Sandy,21.29
919.4,25.1,5.69,89.6,5.6,206.0,8.24,16.6,TMS 30572,Sandy,23.99
1525.8,28.7,5.15,52.8,6.14,78.3,11.86,6.5,TME 419,Clay,23.71
1039.2,28.5,4.45,54.6,6.5,151.8,11.41,28.7,TMS 98/0505,Loam,23.79
1442.4,30.2,5.84,50.6,4.85,201.4,10.98,0.0,Local,Sandy,20.4
1310.2,23.4,6.1,74.5,5.94,90.0,10.71,7.2,TMS 30572,Loam,29.81
1751.5,20.1,5.96,72.0,6.97,151.9,10.94,9.9,TME 419,Loam,27.37
1133.0,29.6,5.9,88.5,4.97,58.2,10.68,0.0,TME 419,Sandy-Loam,29.1
1095.2,24.5,6.03,72.9,7.89,266.7,9.87,1.0,TMS 30572,Clay,28.85
1194.2,20.9,6.72,65.2,8.02,176.2,13.78,21.3,Local,Loam,21.56
1109.0,27.4,5.87,70.0,5.01,108.4,6.72,15.3,Local,Loam,25.58
1440.0,29.4,5.6,71.4,8.13,73.6,12.55,30.7,TME 419,Sandy-Loam,27.13
715.1,26.6,5.8,49.9,6.33,113.2,12.06,30.5,TME 419,Sandy,22.4
883.9,25.6,6.41,100.0,7.0,99.6,11.75,19.3,TMS 30572,Sandy,26.79
879.7,26.5,6.99,76.2,5.9,237.2,12.79,18.1,TMS 98/0505,Sandy-Loam,28.07
1485.1,25.9,5.56,72.5,7.61,46.5,9.77,15.7,Local,Sandy-Loam,23.19
1713.2,23.0,6.07,77.4,6.99,128.1,5.33,0.0,TME 419,Sandy,23.87
1168.7,24.9,6.24,78.5,5.52,118.9,9.82,1.1,TMS 30572,Sandy,24.97
1149.4,28.6,5.31,68.3,5.1,113.0,7.52,16.0,TMS 98/0505,Loam,29.71
1221.0,28.0,6.01,62.4,4.75,113.5,8.17,21.2,TMS 98/0505,Sandy,25.94
1548.6,27.5,4.97,77.2,6.73,113.0,6.89,17.9,TMS 30572,Clay,25.21
921.8,24.0,4.76,74.6,7.19,172.4,8.81,6.1,TME 419,Sandy,25.16
1271.5,26.5,6.26,60.3,7.28,156.5,8.51,24.4,Local,Sandy,21.3
1492.6,20.5,5.73,87.0,6.36,145.1,4.06,29.8,TME 419,Loam,20.23
1350.3,27.5,6.14,73.5,5.11,0.0,11.75,24.4,TME 419,Sandy-Loam,23.53
1256.9,31.3,5.99,78.8,5.68,138.0,15.55,24.9,TMS 30572,Loam,27.4
